label	text
0	Страхотна статия, много ми помогна!
0	Благодаря за споделеното мнение.
0	Интересна гледна точка, съгласен съм с теб.
0	Много добре написано, продължавай така.
0	Поздравления за добрата работа!
0	Напълно разбирам позицията ти.
0	Хубава дискусия, радвам се да участвам.
0	Благодаря за полезния съвет.
0	Отлично обяснение, стана ми ясно.
0	Много ценна информация, ще я използвам.
0	Съгласен съм с всичко казано тук.
0	Добра идея, трябва да се обмисли.
0	Приятен и конструктивен разговор.
0	Интересно мнение, дай повече подробности.
0	Харесвам начина по който го обясни.
0	Супер точка, не бях се замислял.
0	Правилно мислиш по въпроса.
0	Изключително полезен коментар.
0	Благодаря за търпението да обясниш.
0	Много добро наблюдение!
0	Точно така стоят нещата.
0	Обичам такива задълбочени дискусии.
0	Продължавай да споделяш такива мисли.
0	Много добре аргументирано.
0	Радвам се, че има хора с такова мнение.
0	Напълно подкрепям казаното.
0	Много умно забелязано.
0	Великолепен коментар, благодаря.
0	Добри примери, помагат много.
0	Точно това исках да чуя.
0	Много информативно, научих нещо ново.
0	Хубаво е да има такива разговори.
0	Благодаря за честното мнение.
0	Много добре структурирано обяснение.
0	Напълно разбирам защо мислиш така.
0	Интересен подход към проблема.
0	Мисля, че имаш право в повечето точки.
0	Страхотен пост, очакваме следващия!
0	Много полезно за начинаещи като мен.
0	Ясно и разбираемо написано.
0	Добра работа, поздравявам те!
0	Отлична дискусия, продължавайте.
0	Много добре се е получило.
0	Ценя мнението ти по тази тема.
0	Напълно основателно твърдение.
0	Ще помисля върху казаното от теб.
0	Много добре разяснено, благодаря.
0	Наистина полезна информация!
0	Доволен съм от отговора ти.
0	Напълно се съгласявам с теб.
0	Много добро обяснение, ясно е.
0	Харесва ми начина на мислене ти.
0	Полезен коментар за всички.
0	Добре казано и аргументирано.
0	Точно такъв отговор търсех.
0	Много реалистична оценка на ситуацията.
0	Разбирам напълно казаното от теб.
0	Добра и конструктивна обратна връзка.
0	Много добра идея, подкрепям я.
0	Уважавам мнението ти по темата.
0	Много добра работа, продължавай!
0	Интересна тема, ще следя дискусията.
0	Благодаря за полезния коментар.
0	Добре обяснено, стана ми по-ясно.
0	Много добро наблюдение от твоя страна.
0	Поздравления за отличната работа.
0	Напълно правилна позиция.
0	Ще имам предвид казаното от теб.
0	Много добра и балансирана гледна точка.
0	Благодаря за подробното обяснение.
0	Радвам се, че споделяш мнението си.
0	Много добре написан коментар.
0	Подкрепям напълно тази идея.
0	Много ценно наблюдение, благодаря.
0	Добре разгледано от всички страни.
0	Много добра и полезна информация.
0	Напълно подкрепям позицията ти.
0	Много добра дискусия се развива тук.
0	Благодаря за споделения опит.
0	Много добро и кратко обяснение.
0	Интересно е да се чете такъв коментар.
0	Напълно съм на твоята страна.
0	Много добре написано и обяснено.
0	Радвам се, че участвам в тази дискусия.
0	Много добро наблюдение по темата.
0	Поздравявам те за отличния коментар.
0	Напълно разбирам твоята гледна точка.
0	Много добра и конструктивна обратна връзка.
0	Благодаря за полезната информация.
0	Много добра работа от всички.
0	Интересна и полезна дискусия.
0	Напълно се съгласявам с твоята позиция.
0	Много добро и подробно обяснение.
0	Радвам се, че има такива коментари.
0	Много добра идея и добре аргументирана.
0	Благодаря за честния и открит отговор.
0	Много добре казано и написано.
0	Подкрепям напълно казаното тук.
0	Много добра и балансирана дискусия.
0	Напълно правилна и обоснована позиция.
0	Супер
0	Браво
0	Отлично
0	Перфектно
0	Страхотно
0	Добре казано
0	Съгласен
0	Точно
0	Вярно
0	Интересно
0	Полезно
0	Благодаря
0	Поздрави
0	Харесвам
0	Подкрепям
0	Да, точно така
0	Напълно вярно
0	Много добре
0	Супер работа
0	Добра точка
0	Съгласна съм
0	Отлична идея
0	Много умно
0	Браво за усилията
0	Чудесно обяснение
0	Много ясно написано
0	Хубаво е така
0	Продължавай така
0	Много добър пример
0	Страхотна идея
0	Напълно подкрепям
0	Много правилно
0	Добре направено
0	Супер коментар
0	Отлично мнение
0	Много интересно
0	Благодаря ти
0	Поздравявам те
0	Харесва ми много
0	Добре дошъл
0	Приятна дискусия
0	Много полезно
0	Страхотен форум
0	Добро мнение
0	Много вярно казано
0	Напълно разбирам
0	Благодаря за помощта
0	Много добра работа
0	Супер пост
0	Отлично написано
0	Много ценно
0	Добра дискусия
0	Много добри примери
0	Браво браво
0	Напълно съм съгласен
0	Много хубаво
1	Ти си абсолютен идиот и нищо не знаеш!
1	Спри да пишеш глупости тук, никой не те иска.
1	Толкова си тъп, не мога да го понасям.
1	Изчезвай от тук, ненужен си на всички.
1	Мразя такива като теб, отвратителен си.
1	Ти си безполезен и безмозъчен индивид.
1	Никой не иска да те слуша, млъкни вече.
1	Толкова неумел си, просто се срамувам.
1	Ти и приятелите ти сте пълни идиоти.
1	Отвратително е всичко което пишеш.
1	Ти си провал и никога няма да успееш.
1	Всички те мразят и имат право за това.
1	Да не пишеш повече такива глупости!
1	Ти си напълно безполезен и безмозъчен.
1	Не знам как спиш спокойно като пишеш такива.
1	Ти си отвратителен и никой не те харесва.
1	Млъкни и изчезни, ненужен си тук.
1	Толкова жалко е да четем твоите глупости.
1	Ти си пълен глупак и нищо не разбираш.
1	Никога не съм срещал такъв тъпак като теб.
1	Ти и цялото ти семейство сте провали.
1	Спри да пишеш такива идиотщини тук.
1	Ти си толкова некомпетентен, просто смях.
1	Никой не те зачита и нито малко не ти вярва.
1	Да ти е срам за тези написани глупости!
1	Ти явно нямаш мозък в главата си.
1	Нещо ужасно е да четем такова нещо.
1	Ти си просто поредната безмозъчна личност.
1	Отвращавам се всеки път като те видя тук.
1	Спри с тези глупости, всички те игнорират.
1	Ти си неуч и никога няма да станеш нещо.
1	Срам и позор за написаното от теб!
1	Ти мислиш ли изобщо преди да пишеш?
1	Толкова безсмислено е всичко от теб.
1	Ти явно имаш проблем с разбирането.
1	Никой не иска да чете твоите глупости.
1	Ти си абсолютна нула и нищо повече.
1	Как си позволяваш да пишеш такова нещо?
1	Ти и идеите ти са пълна катастрофа.
1	Не искам да виждам такива коментари тук.
1	Ти явно нямаш никаква представа от нищо.
1	Толкова долен си, наистина ми е гадно.
1	Ти си просто мизерен и нищожен тип.
1	Никой нормален не би написал такова нещо.
1	Ти само плещиш без да знаеш нищо.
1	Напълно безумни неща пишеш тук.
1	Ти явно не си добре с главата.
1	Отиди се поучи малко преди да пишеш.
1	Ти си жалък и никой не те зачита.
1	Да не ти се върти свят като пишеш глупости?
1	Ти си пълен провал и безмозъчен тип.
1	Никога не съм виждал такава некомпетентност.
1	Ти само разстройваш хората с писанията си.
1	Отвратителен си и трябва да се срамуваш.
1	Ти явно не разбираш абсолютно нищо.
1	Нямам думи за такава тъпотия и глупост.
1	Ти просто си неадекватен и безполезен.
1	Как смееш да пишеш такива неща тук?
1	Ти си пълна катастрофа и срам за форума.
1	Никой нормален не мисли като теб.
1	Ти явно имаш нужда от помощ с мозъка.
1	Излизай отнякъде и не се връщай повече.
1	Ти и коментарите ти са абсолютна боклук.
1	Срамота е да се четат такива неща от теб.
1	Ти просто не си наред и всички го знаят.
1	Как изобщо ти разрешиха да пишеш тук?
1	Ти явно живееш в собствения си свят.
1	Никой не се интересува от твоите глупости.
1	Ти си безмозъчен и напълно некомпетентен.
1	Отвратително е да четем такива неща.
1	Ти само губиш времето на хората тук.
1	Никога не съм срещал такъв безмозъчен тип.
1	Ти явно не можеш да мислиш нормално.
1	Толкова е жалко да четем твоите измислици.
1	Ти си пълен идиот и нищо не разбираш.
1	Как не ти е срам да пишеш такива глупости?
1	Ти явно нямаш никакво самочувствие.
1	Никой тук не те харесва и не те зачита.
1	Ти само разваляш дискусията с писанията си.
1	Отиди се поучи преди да коментираш нещо.
1	Ти явно имаш сериозни проблеми с разбирането.
1	Нямам думи за такава некомпетентност и тъпотия.
1	Ти просто не знаеш нищо и се правиш на умен.
1	Срам и позор за тези отвратителни коментари!
1	Ти явно нямаш понятие за темата.
1	Никой не иска да чете такива боклуци от теб.
1	Ти си жалък тип и нищо повече.
1	Как смееш да се показваш тук с такива мнения?
1	Ти явно не разбираш абсолютно нищо от темата.
1	Нямам думи за такъв безмозъчен коментар.
1	Ти просто си неадекватен и безполезен тип.
1	Отвратителен си и трябва да изчезнеш оттук.
1	Ти явно никога не си учил нищо.
1	Никой не те взима на сериозно тук.
1	Ти само плещиш и не разбираш нищо.
1	Отивай си от форума, никой не те иска тук.
1	Ти явно нямаш никаква интелигентност.
1	Такива хора като теб разрушават форума.
1	Ти просто си пълна катастрофа и безмозъчен.
1	Никога не пиши тук повече с такива глупости.
1	Ти явно не можеш да пишеш нормално.
1	Срамота е да съществуваш в тази дискусия.
1	Ти и писанията ти са пълна срамота.
1	Как изобщо ти разрешиха да участваш тук?
1	Ти явно имаш нужда от сериозна помощ.
1	Никой не желае да чете такива неща от теб.
1	идиот
1	глупак
1	тъпак
1	мизерник
1	кретен
1	боклук
1	отвратителен
1	безмозъчен
1	жалък
1	нищожен
1	мрак
1	провал
1	тъп
1	безполезен
1	изчезвай
1	млъкни
1	мразя те
1	гадно
1	срамота
1	отвращение
1	пълен идиот
1	пълен глупак
1	пълен тъпак
1	абсолютен идиот
1	голям идиот
1	ти си идиот
1	ти си глупак
1	ти си тъпак
1	ти си боклук
1	ти си жалък
1	ти си провал
1	ти си мизерен
1	ти си отвратителен
1	ти си безмозъчен
1	ти си безполезен
1	ти си нищожен
1	ти си тъп
1	ти си кретен
1	ти си мрак
1	какъв идиот
1	какъв глупак
1	какъв тъпак
1	пълни идиоти
1	пълни глупаци
1	пълни тъпаци
1	идиоти
1	глупаци
1	тъпаци
1	мразя те много
1	отвратително
1	изчезни
1	млъкни вече
1	никой не те иска
1	никой не те харесва
1	всички те мразят
1	жалко същество
1	нищожно същество
1	безмозъчно същество
1	спри да пишеш глупости
1	спри с глупостите
1	не пиши глупости
1	пишеш глупости
1	само глупости пишеш
1	такива глупости
1	пълни глупости
1	абсолютни глупости
1	само плещиш
1	нищо не знаеш
1	нищо не разбираш
1	нямаш мозък
1	нямаш представа
1	нямаш понятие
1	нямаш интелигентност
1	губиш времето ми
1	загуба на време
1	недоразумение
1	жалко недоразумение
1	пълно недоразумение
1	срам за форума
1	срам и позор
1	да ти е срам
1	позор
1	отиди се поучи
1	поучи се малко
1	не разбираш нищо
1	не знаеш нищо
1	не можеш нищо
1	никой не те зачита
1	никой не те взима насериозно
1	никой не те слуша